Country Name,Country Code,Year,"Personal remittances, received (% of GDP)","Unemployment, total (% of total labor force)",GDP (current US$)_x,GDP growth (annual %)_x,GDP (current US$)_y,GDP growth (annual %)_y
Mauritius,MUS,2006,0.010368763,9.04,7028810755,4.865544608,7028810755,4.865544608
Malawi,MWI,2006,0.254198463,4.932,5818279739,4.699999765,5818279739,4.699999765
Malaysia,MYS,2006,0.83930007,3.32,1.62692E+11,5.584847067,1.62692E+11,5.584847067
North America,NAC,2006,0.048452441,4.798061651,1.5141E+13,2.772466237,1.5141E+13,2.772466237
Namibia,NAM,2006,0.205489003,22.182,8001779551,7.073175318,8001779551,7.073175318
New Caledonia,NCL,2006,7.695205711,15.173,6979155408,,6979155408,
Niger,NER,2006,1.643643769,2.653,4756361253,5.931049974,4756361253,5.931049974
Nigeria,NGA,2006,7.10077267,3.803,2.38455E+11,6.059428031,2.38455E+11,6.059428031
Nicaragua,NIC,2006,10.31283196,5.31,6763418646,4.153199566,6763418646,4.153199566
Netherlands,NLD,2006,0.211543907,5,7.33955E+11,3.460988954,7.33955E+11,3.460988954
Norway,NOR,2006,0.152439532,3.4,3.46913E+11,2.461509614,3.46913E+11,2.461509614
Nepal,NPL,2006,16.06896468,10.515,9043715356,3.364614781,9043715356,3.364614781
Nauru,NRU,2006,,,,-8.510638298,,-8.510638298
New Zealand,NZL,2006,0.300060879,3.86,1.11539E+11,2.798463492,1.11539E+11,2.798463492
OECD members,OED,2006,0.297579215,6.247583444,3.96744E+13,3.000802158,3.96744E+13,3.000802158
Oman,OMN,2006,0.104825705,4.156,37215779714,5.371888874,37215779714,5.371888874
Other small states,OSS,2006,1.114867572,10.74193888,2.15632E+11,10.84162241,2.15632E+11,10.84162241
Pakistan,PAK,2006,3.730765328,0.58,1.37264E+11,5.898984442,1.37264E+11,5.898984442
Panama,PAN,2006,1.656407934,5.864,18141666300,8.652465611,18141666300,8.652465611
Peru,PER,2006,2.072910746,4.17,88643193062,7.528899044,88643193062,7.528899044
Philippines,PHL,2006,12.13923468,4.05,1.27653E+11,5.316416821,1.27653E+11,5.316416821
Palau,PLW,2006,0.801624681,,192382400,-0.405643641,192382400,-0.405643641
Papua New Guinea,PNG,2006,0.052808594,2.352,8354911622,5.409944091,8354911622,5.409944091
Poland,POL,2006,2.774887126,13.84,3.44627E+11,6.131136459,3.44627E+11,6.131136459
Pre-demographic dividend,PRE,2006,3.501097939,4.691725162,6.52732E+11,6.221854977,6.52732E+11,6.221854977
Puerto Rico,PRI,2006,,11.01,87276164400,-1.409414024,87276164400,-1.409414024
"Korea, Dem. People's Rep.",PRK,2006,,2.899,,,,
Portugal,PRT,2006,0.2108337,7.65,2.08756E+11,1.625034176,2.08756E+11,1.625034176
Paraguay,PRY,2006,2.501967684,5.28,13429430050,4.807117193,13429430050,4.807117193
West Bank and Gaza,PSE,2006,8.676706952,19.01,5348300000,-0.996556103,5348300000,-0.996556103
Pacific island small states,PSS,2006,7.605936299,3.005095023,5688864951,2.2441703,5688864951,2.2441703
Post-demographic dividend,PST,2006,0.218910361,5.941110472,3.76049E+13,2.903934543,3.76049E+13,2.903934543
French Polynesia,PYF,2006,10.57948285,11.795,5877997997,0.889584118,5877997997,0.889584118
Qatar,QAT,2006,0,0.87,60882142857,26.17024567,60882142857,26.17024567
Romania,ROU,2006,0.951015215,7.27,1.22024E+11,8.028811076,1.22024E+11,8.028811076
Russian Federation,RUS,2006,0.385923454,7.06,9.89932E+11,8.200068255,9.89932E+11,8.200068255
Rwanda,RWA,2006,0,11.901,3319711249,9.227069964,3319711249,9.227069964
South Asia,SAS,2006,3.553851692,7.361908097,1.19609E+12,7.6259247,1.19609E+12,7.6259247
Saudi Arabia,SAU,2006,0.028018032,6.25,3.769E+11,2.788402224,3.769E+11,2.788402224
Sudan,SDN,2006,1.769246783,14.899,45263824686,6.531411747,45263824686,6.531411747
Senegal,SEN,2006,7.916492622,10.03,11697918245,2.330770983,11697918245,2.330770983
Singapore,SGP,2006,0,4.48,1.48627E+11,9.006766079,1.48627E+11,9.006766079
Solomon Islands,SLB,2006,1.740220516,1.836,617258127.2,4.138280318,617258127.2,4.138280318
Sierra Leone,SLE,2006,0.838956209,3.679,1862116165,4.283110445,1862116165,4.283110445
El Salvador,SLV,2006,21.76702465,6.57,15999890000,4.34834997,15999890000,4.34834997
San Marino,SMR,2006,0,,1908167106,3.830083565,1908167106,3.830083565
Somalia,SOM,2006,,19.287,,,,
Serbia,SRB,2006,0,20.85,32482070360,5.107790141,32482070360,5.107790141
Sub-Saharan Africa (excluding high income),SSA,2006,2.480277708,5.53491013,9.72441E+11,6.05501289,9.72441E+11,6.05501289
South Sudan,SSD,2006,,12.128,,,,
Sub-Saharan Africa,SSF,2006,2.478835544,5.53491013,9.73527E+11,6.058010199,9.73527E+11,6.058010199
Small states,SST,2006,2.170305042,9.640254713,2.77387E+11,9.685957007,2.77387E+11,9.685957007
Sao Tome and Principe,STP,2006,1.120643509,16.65,142775109.8,8.866109359,142775109.8,8.866109359
Suriname,SUR,2006,0.079957952,9.19,2626380435,5.793543585,2626380435,5.793543585
Slovak Republic,SVK,2006,1.89838182,13.37,70767338922,8.493176745,70767338922,8.493176745
Slovenia,SVN,2006,0.707669656,5.95,39481045038,5.746396901,39481045038,5.746396901
Sweden,SWE,2006,0.530640487,7.07,4.23091E+11,4.662773552,4.23091E+11,4.662773552
Eswatini,SWZ,2006,2.906274071,27.619,3291329938,5.992166838,3291329938,5.992166838
Sint Maarten (Dutch part),SXM,2006,,,,,,
Seychelles,SYC,2006,1.227025386,,1081441349,9.406128557,1081441349,9.406128557
Syrian Arab Republic,SYR,2006,0.516905371,8.17,1.538E+11,5.046195556,1.538E+11,5.046195556
Turks and Caicos Islands,TCA,2006,0,,721891500,,721891500,
Chad,TCD,2006,,0.912,7428701455,0.648262014,7428701455,0.648262014
East Asia & Pacific (IDA & IBRD countries),TEA,2006,0.881584531,4.390292463,3.73565E+12,11.07937447,3.73565E+12,11.07937447
Europe & Central Asia (IDA & IBRD countries),TEC,2006,1.375547298,8.598916992,2.46629E+12,7.850106157,2.46629E+12,7.850106157
Togo,TGO,2006,7.271674526,4.23,3195618966,2.6501321,3195618966,2.6501321
Thailand,THA,2006,0.60126725,1.22,2.21758E+11,4.967810892,2.21758E+11,4.967810892
Tajikistan,TJK,2006,34.48037427,12.735,2830213563,7.000003211,2830213563,7.000003211
Turkmenistan,TKM,2006,0,6.583,10276674365,10.97330833,10276674365,10.97330833
Latin America & the Caribbean (IDA & IBRD countries),TLA,2006,1.815875096,7.687174749,3.18624E+12,5.164358823,3.18624E+12,5.164358823
Timor-Leste,TLS,2006,0.802618186,3.521,453805100,-4.119405421,453805100,-4.119405421
Middle East & North Africa (IDA & IBRD countries),TMN,2006,3.427533954,10.987087,9.36958E+11,5.223876983,9.36958E+11,5.223876983
Tonga,TON,2006,26.69238561,1.09,292230634.2,-0.148635323,292230634.2,-0.148635323
South Asia (IDA & IBRD),TSA,2006,3.553851692,7.361908097,1.19609E+12,7.6259247,1.19609E+12,7.6259247
Sub-Saharan Africa (IDA & IBRD countries),TSS,2006,2.478835544,5.53491013,9.73527E+11,6.058010199,9.73527E+11,6.058010199
Trinidad and Tobago,TTO,2006,0.49647889,6.27,18369361094,13.20805861,18369361094,13.20805861
Tunisia,TUN,2006,4.392628759,12.51,34376664601,5.244099832,34376664601,5.244099832
Turkiye,TUR,2006,0.329039487,8.72,5.57076E+11,6.947988086,5.57076E+11,6.947988086
Tuvalu,TUV,2006,15.20309725,,24096867.47,2.43902439,24096867.47,2.43902439
Tanzania,TZA,2006,0.082471919,3.3,18649590248,6.53222139,18649590248,6.53222139
Uganda,UGA,2006,4.119207382,2.276,9977647685,10.78474439,9977647685,10.78474439
Ukraine,UKR,2006,2.772495743,6.81,1.11885E+11,7.571420763,1.11885E+11,7.571420763
Upper middle income,UMC,2006,0.962765022,5.813498459,8.60221E+12,8.731986003,8.60221E+12,8.731986003
Uruguay,URY,2006,0.450497573,10.84,19741420467,4.098577354,19741420467,4.098577354
United States,USA,2006,0.036683204,4.62,1.38156E+13,2.782810626,1.38156E+13,2.782810626
Uzbekistan,UZB,2006,8.196943952,6.012,17330833853,7.451418476,17330833853,7.451418476
St. Vincent and the Grenadines,VCT,2006,3.971567348,19.278,643501148.1,6.996926268,643501148.1,6.996926268
"Venezuela, RB",VEN,2006,0.089929272,8.61,1.83478E+11,9.872149109,1.83478E+11,9.872149109
British Virgin Islands,VGB,2006,,,,,,
Virgin Islands (U.S.),VIR,2006,,10.228,4484000000,3.504993147,4484000000,3.504993147
Viet Nam,VNM,2006,5.725334765,2.086,66371664817,6.977954812,66371664817,6.977954812
Vanuatu,VUT,2006,1.135684338,1.672,439358585.2,8.460697472,439358585.2,8.460697472
World,WLD,2006,0.578398226,6.063915595,5.17911E+13,4.421716902,5.17911E+13,4.421716902
Samoa,WSM,2006,17.4198031,5.426,499923757.8,2.132127147,499923757.8,2.132127147
Kosovo,XKX,2006,,,,,,
"Yemen, Rep.",YEM,2006,6.728577488,12.371,19061978586,3.170409359,19061978586,3.170409359
South Africa,ZAF,2006,0.227714485,19.635,3.03859E+11,5.603806459,3.03859E+11,5.603806459
Zambia,ZMB,2006,0.452148922,13.235,12756858899,7.903694445,12756858899,7.903694445
Zimbabwe,ZWE,2006,0,4.692,5443896500,-3.461495188,5443896500,-3.461495188
Aruba,ABW,2007,0.194032965,,2677653631,3.0967223,2677653631,3.0967223
Africa Eastern and Southern,AFE,2007,0.719217414,6.283420969,6.62868E+11,6.577085836,6.62868E+11,6.577085836
Afghanistan,AFG,2007,0,8.108,9715765105,13.82631955,9715765105,13.82631955
Africa Western and Central,AFW,2007,4.772875579,4.148270459,4.65486E+11,5.527124995,4.65486E+11,5.527124995
Angola,AGO,2007,0,3.827,65266415707,14.01,65266415707,14.01
Albania,ALB,2007,13.74894946,15.97,10677324873,5.983259519,10677324873,5.983259519
Andorra,AND,2007,,,3952397735,1.553188141,3952397735,1.553188141
Arab World,ARB,2007,1.947668465,10.00305119,1.79793E+12,4.558299768,1.79793E+12,4.558299768
United Arab Emirates,ARE,2007,,2.86,2.57916E+11,3.184390174,2.57916E+11,3.184390174
Argentina,ARG,2007,0.210933765,8.47,2.87531E+11,9.007650875,2.87531E+11,9.007650875
Armenia,ARM,2007,17.86140865,9.81,9206301264,13.7,9206301264,13.7
American Samoa,ASM,2007,,,518000000,1.851851852,518000000,1.851851852
Antigua and Barbuda,ATG,2007,1.58317581,,1312759259,9.315383163,1312759259,9.315383163
Australia,AUS,2007,0.157046911,4.38,8.54427E+11,3.777916783,8.54427E+11,3.777916783
Austria,AUT,2007,0.749159878,4.86,3.89186E+11,3.727415301,3.89186E+11,3.727415301
Azerbaijan,AZE,2007,3.835875905,6.33,33049426816,24.99999985,33049426816,24.99999985
Burundi,BDI,2007,0.014005975,2.423,1356199387,3.451948564,1356199387,3.451948564
Belgium,BEL,2007,1.909412409,7.46,4.70922E+11,3.676881136,4.70922E+11,3.676881136
Benin,BEN,2007,2.947635053,0.886,8169048375,5.986349322,8169048375,5.986349322
Burkina Faso,BFA,2007,1.107254696,3.3,7625722829,4.111379018,7625722829,4.111379018
Bangladesh,BGD,2007,8.242884912,4.092,79611888213,7.058599357,79611888213,7.058599357
Bulgaria,BGR,2007,3.811492238,6.88,44432811756,6.591380837,44432811756,6.591380837
Bahrain,BHR,2007,,1.091,21730000000,8.293960448,21730000000,8.293960448
"Bahamas, The",BHS,2007,,7.88,10618340000,1.446733889,10618340000,1.446733889
Bosnia and Herzegovina,BIH,2007,17.02554217,28.98,15778737117,5.857126342,15778737117,5.857126342
Belarus,BLR,2007,0.636764754,7.659,45275747157,8.600006536,45275747157,8.600006536
Belize,BLZ,2007,4.311277311,8.51,1696000000,3.274695535,1696000000,3.274695535
Bermuda,BMU,2007,21.42955833,,6767000000,3.345139709,6767000000,3.345139709
Bolivia,BOL,2007,8.04388655,2.643,13120107739,4.564384269,13120107739,4.564384269
Brazil,BRA,2007,0.23660871,9.28,1.39711E+12,6.069870607,1.39711E+12,6.069870607
Barbados,BRB,2007,2.966922614,7.41,4674007450,2.077648925,4674007450,2.077648925
Brunei Darussalam,BRN,2007,,6.23,12247680703,0.154581812,12247680703,0.154581812
Bhutan,BTN,2007,0.251050275,3.7,1168307575,18.36085406,1168307575,18.36085406
Botswana,BWA,2007,0.872425068,17.172,10567270656,5.792555777,10567270656,5.792555777
Central African Republic,CAF,2007,,5.258,1699811293,4.607534855,1699811293,4.607534855
Canada,CAN,2007,0.080164982,6.04,1.46882E+12,2.071825031,1.46882E+12,2.071825031
Central Europe and the Baltics,CEB,2007,1.949652081,7.808382108,1.26542E+12,6.424907701,1.26542E+12,6.424907701
Switzerland,CHE,2007,0.365888964,3.64,4.90755E+11,3.916375818,4.90755E+11,3.916375818
Channel Islands,CHI,2007,,5.677,11514605842,,11514605842,
Chile,CHL,2007,0,8.43,1.72566E+11,5.168230985,1.72566E+11,5.168230985
China,CHN,2007,0.192464767,4.35,3.55033E+12,14.23086093,3.55033E+12,14.23086093
Cote d'Ivoire,CIV,2007,0.643032823,6.185,28760090924,1.101429764,28760090924,1.101429764
Cameroon,CMR,2007,0.700261312,3.06,23928250410,4.327589013,23928250410,4.327589013
"Congo, Dem. Rep.",COD,2007,0.052577895,3.316,16737071816,6.259477764,16737071816,6.259477764
"Congo, Rep.",COG,2007,0.189999377,20.122,8782703428,-6.613994804,8782703428,-6.613994804
Colombia,COL,2007,2.162733111,10.25,2.0623E+11,6.738194691,2.0623E+11,6.738194691
Comoros,COM,2007,9.306017988,5.657,795673153.2,0.800042349,795673153.2,0.800042349
Cabo Verde,CPV,2007,8.413666799,10.725,1649621735,15.17068797,1649621735,15.17068797
Costa Rica,CRI,2007,2.29840794,4.49,26884700345,8.215131984,26884700345,8.215131984
Caribbean small states,CSS,2007,5.588936089,7.560534608,62328938789,3.361217858,62328938789,3.361217858
Cuba,CUB,2007,,1.79,54262870370,7.262136966,54262870370,7.262136966
Curacao,CUW,2007,,,,2.469963228,,2.469963228
Cayman Islands,CYM,2007,0,,4466278031,3.162625338,4466278031,3.162625338
Cyprus,CYP,2007,0.593172047,3.92,23968764030,5.098068453,23968764030,5.098068453
Czechia,CZE,2007,0.960672415,5.32,1.90184E+11,5.570338859,1.90184E+11,5.570338859
Germany,DEU,2007,0.28513406,8.66,3.42558E+12,2.976455131,3.42558E+12,2.976455131
Djibouti,DJI,2007,3.377728229,27.619,847918929.1,,847918929.1,
Dominica,DMA,2007,5.335540691,,421374074.1,6.352972439,421374074.1,6.352972439
Denmark,DNK,2007,0.257715628,3.8,3.19423E+11,0.909238928,3.19423E+11,0.909238928
Dominican Republic,DOM,2007,7.726520027,5.16,43965459071,7.415951715,43965459071,7.415951715
Algeria,DZA,2007,0.073349165,13.79,1.34977E+11,3.4,1.34977E+11,3.4
East Asia & Pacific (excluding high income),EAP,2007,0.841082085,4.349052377,4.72737E+12,12.48847315,4.72737E+12,12.48847315
Early-demographic dividend,EAR,2007,2.346731347,7.162601952,6.67194E+12,5.775111763,6.67194E+12,5.775111763
East Asia & Pacific,EAS,2007,0.416476052,4.290280848,1.2326E+13,7.468614906,1.2326E+13,7.468614906
Europe & Central Asia (excluding high income),ECA,2007,1.271321959,7.322548026,2.50947E+12,7.802109857,2.50947E+12,7.802109857
Europe & Central Asia,ECS,2007,0.572445886,7.162123076,2.12301E+13,3.643240033,2.12301E+13,3.643240033
Ecuador,ECU,2007,6.550643862,3.14,51007777000,2.190063972,51007777000,2.190063972
"Egypt, Arab Rep.",EGY,2007,5.869309613,8.8,1.30438E+11,7.087827427,1.30438E+11,7.087827427
Euro area,EMU,2007,0.449170479,7.434041618,1.28791E+13,3.001646893,1.28791E+13,3.001646893
Eritrea,ERI,2007,,5.652,1317974491,1.426822211,1317974491,1.426822211
Spain,ESP,2007,0.113735862,8.23,1.474E+12,3.604738462,1.474E+12,3.604738462
Estonia,EST,2007,1.698430033,4.59,22449129483,7.57914052,22449129483,7.57914052
Ethiopia,ETH,2007,1.815735658,2.436,19707616773,11.456167,19707616773,11.456167
European Union,EUU,2007,0.558161253,7.447038993,1.47274E+13,3.155581086,1.47274E+13,3.155581086
Fragile and conflict affected situations,FCS,2007,2.841083661,5.036192555,1.29158E+12,6.009401677,1.29158E+12,6.009401677
Finland,FIN,2007,0.314359969,6.85,2.56378E+11,5.299336507,2.56378E+11,5.299336507
Fiji,FJI,2007,5.42319175,4.117,3378314600,-0.85065431,3378314600,-0.85065431
France,FRA,2007,0.660996547,7.66,2.66059E+12,2.424736243,2.66059E+12,2.424736243
Faroe Islands,FRO,2007,4.667689237,,2339015385,,2339015385,
"Micronesia, Fed. Sts.",FSM,2007,0,,256787200,-1.836185294,256787200,-1.836185294
Gabon,GAB,2007,0.115688777,18.272,12455409575,6.008108025,12455409575,6.008108025
United Kingdom,GBR,2007,0.211973594,5.26,3.093E+12,2.563460461,3.093E+12,2.563460461
Georgia,GEO,2007,8.680538992,13.28,10172933118,12.57895343,10172933118,12.57895343
Ghana,GHA,2007,0.472719754,4.865,24827333947,4.346819104,24827333947,4.346819104
Gibraltar,GIB,2007,,,,,,
Guinea,GIN,2007,0.239894899,4.66,6281917650,6.817471113,6281917650,6.817471113
"Gambia, The",GMB,2007,4.349645118,9.038,1279703030,3.043249508,1279703030,3.043249508
Guinea-Bissau,GNB,2007,6.174430119,3.085,696910784,3.262955456,696910784,3.262955456
Equatorial Guinea,GNQ,2007,,7.986,13071718759,15.28211392,13071718759,15.28211392
Greece,GRC,2007,0.778682693,8.4,3.18903E+11,3.273746904,3.18903E+11,3.273746904
Grenada,GRD,2007,3.772974114,,758683592.6,6.123450947,758683592.6,6.123450947
Greenland,GRL,2007,,,2249811365,2.352437981,2249811365,2.352437981
Guatemala,GTM,2007,12.61981327,3.14,33567850095,6.33771869,33567850095,6.33771869
Guam,GUM,2007,,8.3,4397000000,0.717213115,4397000000,0.717213115
Guyana,GUY,2007,10.19768935,10.943,2730971600,7.191236241,2730971600,7.191236241
High income,HIC,2007,0.254361689,5.621515155,4.37561E+13,2.701598889,4.37561E+13,2.701598889
"Hong Kong SAR, China",HKG,2007,0.149750119,4.01,2.11597E+11,6.4648365,2.11597E+11,6.4648365
Honduras,HND,2007,21.14384094,3.21,12361257681,6.188327167,12361257681,6.188327167
Heavily indebted poor countries (HIPC),HPC,2007,2.947758075,4.660618224,3.94094E+11,5.483078979,3.94094E+11,5.483078979
Croatia,HRV,2007,3.766610966,9.91,59172904661,4.960917837,59172904661,4.960917837
Haiti,HTI,2007,13.24235527,16.8,9228637766,4.70652994,9228637766,4.70652994
Hungary,HUN,2007,0.696203272,7.41,1.40187E+11,0.277372772,1.40187E+11,0.277372772
IBRD only,IBD,2007,1.473054088,6.421999183,1.41661E+13,9.001249806,1.41661E+13,9.001249806
IDA & IBRD total,IBT,2007,1.707023736,5.966335825,1.544E+13,8.75719107,1.544E+13,8.75719107
IDA total,IDA,2007,4.304423738,4.064605657,1.27445E+12,6.030147807,1.27445E+12,6.030147807
IDA blend,IDB,2007,4.988214361,2.713865563,5.41265E+11,5.790430728,5.41265E+11,5.790430728
Indonesia,IDN,2007,1.428528666,8.06,4.32217E+11,6.345022227,4.32217E+11,6.345022227
IDA only,IDX,2007,3.777270753,4.672105806,7.33405E+11,6.242310035,7.33405E+11,6.242310035
Isle of Man,IMN,2007,,,4466353635,7.50000023,4466353635,7.50000023
India,IND,2007,3.058735958,8.536,1.21674E+12,7.660815065,1.21674E+12,7.660815065
Not classified,INX,2007,,,,,,
Ireland,IRL,2007,0.218237796,4.98,2.70079E+11,5.310118147,2.70079E+11,5.310118147
"Iran, Islamic Rep.",IRN,2007,,10.77,3.49882E+11,8.155773524,3.49882E+11,8.155773524
Iraq,IRQ,2007,0.003489535,8.65,88837055195,1.885572141,88837055195,1.885572141
Iceland,ISL,2007,0.50808755,2.25,21652505597,8.454860096,21652505597,8.454860096
Israel,ISR,2007,0.31496382,9.38,1.84053E+11,6.033213571,1.84053E+11,6.033213571
Italy,ITA,2007,0.207637985,6.08,2.2131E+12,1.48707298,2.2131E+12,1.48707298
Jamaica,JAM,2007,16.57935411,6.679,12799600075,1.431954037,12799600075,1.431954037
Jordan,JOR,2007,19.44062071,13.1,17110442867,8.176169952,17110442867,8.176169952
Japan,JPN,2007,0.030218477,3.89,4.57975E+12,1.483969412,4.57975E+12,1.483969412
Kazakhstan,KAZ,2007,0.136377234,7.26,1.0485E+11,8.9,1.0485E+11,8.9
Kenya,KEN,2007,2.018912106,2.919,31958195182,6.85072977,31958195182,6.85072977
Kyrgyz Republic,KGZ,2007,18.51391459,2.677,3802570572,8.542874764,3802570572,8.542874764
Cambodia,KHM,2007,2.150653158,1.26,8639235913,10.21257391,8639235913,10.21257391
Kiribati,KIR,2007,10.50741511,,132674795.9,2.034947265,132674795.9,2.034947265
St. Kitts and Nevis,KNA,2007,5.241611062,,689285185.2,0.600602327,689285185.2,0.600602327
"Korea, Rep.",KOR,2007,0.439607527,3.01,1.17261E+12,5.799548415,1.17261E+12,5.799548415
Kuwait,KWT,2007,0,1.5,1.14634E+11,5.991575511,1.14634E+11,5.991575511
Latin America & Caribbean (excluding high income),LAC,2007,1.848007287,7.07656078,3.35309E+12,5.458278834,3.35309E+12,5.458278834
Lao PDR,LAO,2007,0.146898158,1.092,4223152219,7.596828801,4223152219,7.596828801
Lebanon,LBN,2007,23.23743305,8.98,24827355015,9.310622525,24827355015,9.310622525
Liberia,LBR,2007,4.513996948,2.233,1373000000,9.535275363,1373000000,9.535275363
Libya,LBY,2007,0,19.443,68032985520,6.229982786,68032985520,6.229982786
St. Lucia,LCA,2007,2.14101175,14,1336088815,1.691618574,1336088815,1.691618574
Latin America & Caribbean,LCN,2007,1.641760087,7.153981087,3.94881E+12,5.289518495,3.94881E+12,5.289518495
Least developed countries: UN classification,LDC,2007,3.55033464,4.467262736,4.94317E+11,7.229802193,4.94317E+11,7.229802193
Low income,LIC,2007,1.455606579,4.673468764,4.27293E+11,6.085282675,4.27293E+11,6.085282675
Liechtenstein,LIE,2007,,,4601430549,3.325963509,4601430549,3.325963509
Sri Lanka,LKA,2007,7.750483779,5.97,32350238663,6.796826119,32350238663,6.796826119
Lower middle income,LMC,2007,4.682650538,6.44804974,3.31908E+12,6.986790115,3.31908E+12,6.986790115
Low & middle income,LMY,2007,1.728938023,5.89737103,1.43705E+13,8.856175768,1.43705E+13,8.856175768
Lesotho,LSO,2007,37.93946094,16.928,1682025303,4.187914418,1682025303,4.187914418
Late-demographic dividend,LTE,2007,0.880199044,5.082330655,9.38252E+12,10.21619121,9.38252E+12,10.21619121
Lithuania,LTU,2007,3.610003579,4.25,39697891352,11.10748014,39697891352,11.10748014
Luxembourg,LUX,2007,2.867550068,4.07,51587401416,8.098667607,51587401416,8.098667607
Latvia,LVA,2007,1.772657606,6.05,31054350978,9.941921628,31054350978,9.941921628
"Macao SAR, China",MAC,2007,0.294934249,3.27,18439981804,14.47638915,18439981804,14.47638915
St. Martin (French part),MAF,2007,,,,,,
Morocco,MAR,2007,7.740809941,9.56,86947909745,3.44106777,86947909745,3.44106777
Monaco,MCO,2007,,,5875376402,14.42889803,5875376402,14.42889803
Moldova,MDA,2007,33.88323852,5.07,4401173162,3.00000024,4401173162,3.00000024
Madagascar,MDG,2007,2.985337415,3.253,8524620891,5.710564197,8524620891,5.710564197
Maldives,MDV,2007,0.424653768,9.702,1868383461,7.713867271,1868383461,7.713867271
Middle East & North Africa,MEA,2007,1.780513693,9.629949892,2.27233E+12,5.205183748,2.27233E+12,5.205183748
Mexico,MEX,2007,2.553428098,3.63,1.0527E+12,2.291445714,1.0527E+12,2.291445714
Marshall Islands,MHL,2007,16.77584542,,149870000,3.392015077,149870000,3.392015077
Middle income,MIC,2007,1.736625867,5.992199833,1.39549E+13,8.91214267,1.39549E+13,8.91214267
North Macedonia,MKD,2007,4.138562432,35.23,8336475036,6.473486858,8336475036,6.473486858
Mali,MLI,2007,4.222122096,1.324,8156468818,3.493616813,8156468818,3.493616813
Malta,MLT,2007,2.89306015,6.47,7925403778,4.775347325,7925403778,4.775347325
Myanmar,MMR,2007,0.519582512,0.669,15591182545,12.50048629,15591182545,12.50048629
Middle East & North Africa (excluding high income),MNA,2007,3.541811749,10.56631176,1.14831E+12,6.092732579,1.14831E+12,6.092732579
Montenegro,MNE,2007,5.336605692,19.4,3680711744,6.810150125,3680711744,6.810150125
Mongolia,MNG,2007,4.203771251,7.2,4234999703,10.24801636,4234999703,10.24801636
Northern Mariana Islands,MNP,2007,,,938000000,-6.684027778,938000000,-6.684027778
Mozambique,MOZ,2007,0.950985412,3.097,10450826527,7.729746242,10450826527,7.729746242
Mauritania,MRT,2007,0,9.977,4346212411,-1.969422752,4346212411,-1.969422752
Mauritius,MUS,2007,0.008632908,8.48,8150150144,5.72701616,8150150144,5.72701616
Malawi,MWI,2007,0.325729921,4.894,6451210219,9.599999876,6451210219,9.599999876
Malaysia,MYS,2007,0.804050602,3.23,1.9355E+11,6.298785927,1.9355E+11,6.298785927
North America,NAC,2007,0.049195669,4.770117029,1.59498E+13,2.015908184,1.59498E+13,2.015908184
Namibia,NAM,2007,0.177408513,22.203,8839536894,5.374044152,8839536894,5.374044152
New Caledonia,NCL,2007,5.569059364,14.807,8819917187,,8819917187,
Niger,NER,2007,1.386295685,2.216,5731485046,3.142724084,5731485046,3.142724084
Nigeria,NGA,2007,6.473937477,3.791,2.78261E+11,6.591130361,2.78261E+11,6.591130361
Nicaragua,NIC,2007,9.963136295,4.89,7423365275,5.076701701,7423365275,5.076701701
Netherlands,NLD,2007,0.192111751,4.15,8.48559E+11,3.772842521,8.48559E+11,3.772842521
Norway,NOR,2007,0.153156173,2.49,4.02646E+11,2.914003345,4.02646E+11,2.914003345
Nepal,NPL,2007,16.79181348,10.514,10325618017,3.41156028,10325618017,3.41156028
Nauru,NRU,2007,,,,-6.976744186,,-6.976744186
New Zealand,NZL,2007,0.279652917,3.66,1.37189E+11,3.065117831,1.37189E+11,3.065117831
OECD members,OED,2007,0.310012832,5.771863668,4.34361E+13,2.600360136,4.34361E+13,2.600360136
Oman,OMN,2007,0.092696571,4.189,42085379454,4.452683565,42085379454,4.452683565
Other small states,OSS,2007,1.053297621,10.20170281,2.63863E+11,9.848735838,2.63863E+11,9.848735838
Pakistan,PAK,2007,3.936064446,0.4,1.52386E+11,4.832817277,1.52386E+11,4.832817277
Panama,PAN,2007,1.668389668,5.844,21295984200,11.98398539,21295984200,11.98398539
Peru,PER,2007,2.085538026,4.08,1.02171E+11,8.518387769,1.02171E+11,8.518387769
Philippines,PHL,2007,10.5381402,3.43,1.5598E+11,6.51929155,1.5598E+11,6.51929155
Palau,PLW,2007,0.768986504,,198897700,2.021141709,198897700,2.021141709
Papua New Guinea,PNG,2007,0.079857692,2.241,9545029481,7.815189229,9545029481,7.815189229
Poland,POL,2007,2.791240248,9.6,4.29021E+11,7.061534634,4.29021E+11,7.061534634
Pre-demographic dividend,PRE,2007,3.126628859,4.630046085,7.89892E+11,6.034247425,7.89892E+11,6.034247425
Puerto Rico,PRI,2007,,10.93,89524131600,-1.16280669,89524131600,-1.16280669
"Korea, Dem. People's Rep.",PRK,2007,,2.911,,,,
Portugal,PRT,2007,0.253622724,7.97,2.40496E+11,2.506579646,2.40496E+11,2.506579646
Paraguay,PRY,2007,1.908481716,4.71,17856393235,5.421622872,17856393235,5.421622872
West Bank and Gaza,PSE,2007,10.29185521,18.28,5815700000,3.788281521,5815700000,3.788281521
Pacific island small states,PSS,2007,6.840157102,3.107867899,6273728182,0.391305979,6273728182,0.391305979
